ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (mm)","Width (mm)","Height (mm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Bundled Items (JSON-encoded)","Bundle Layout","Bundle Group Mode","Bundle Cart Editing","Bundle Sold Individually","Bundle Form Location","Bundle Sells","Bundle Sells Title","Bundle Sells Discount","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global"
\n</div>
\n<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td>Grade</td>
\n<td>New</td>
\n</tr>
\n<tr>
\n<td>Model Number</td>
\n<td>MYDQ2</td>
\n</tr>
\n<tr>
\n<td>Size</td>
\n<td>44 millimeter</td>
\n</tr>
\n<tr>
\n<td>What's In The Box</td>
\n<td>Case, Band, 1m Magnetic Charging Cable</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,1399,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver.jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver.....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver...jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver..jpg",,,,,,,,,0,,,,,,,,,,Brand,Apple,1,1,Color,Silver,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28861,simple,RJ3000102,"Apple Watch SE-40 mm GPS Silver",1,0,visible,"<p dir=""ltr""><span class=""xf6b4m-5 haZPGi"">Highlights</span></p>
\n
\n<ul>
\n 	<li>Apple Watch SE is water resistant 50 meters. So dive right in and start tracking your splits and sets in the pool, or even map your route in open water</li>
\n 	<li>Workouts to stretch your limits. You’ll find dozens of workouts to tap into, including running, walking, yoga, cycling, high-intensity interval training, and dance. Apple Watch SE also pairs with compatible gym equipment. It brings more, so you can too</li>
\n 	<li>A watch you can feel good about. Apple Watch SE inspires a healthier life. It keeps you more informed and encourages better habits. It can monitor your heart rate and let you know if something is wrong so you can take action and consult a doctor. And can even call for help in an emergency</li>
\n</ul>","<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td dir=""ltr"">Brand Compatibility</td>
\n<td dir=""ltr"">Apple</td>
\n</tr>
\n<tr>
\n<td>Colour Name</td>
\n<td>Silver Aluminium Case with White Sport Band</td>
\n</tr>
\n<tr>
\n<td>Grade</td>
\n<td>New</td>
\n</tr>
\n<tr>
\n<td>Model Name</td>
\n<td>MYDM2</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td>Model Number</td>
\n<td>MYDM2</td>
\n</tr>
\n<tr>
\n<td>Size</td>
\n<td>40 millimeter</td>
\n</tr>
\n<tr>
\n<td>What's In The Box</td>
\n<td>watch</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,1399,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver.jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver.....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver...jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Silver..jpg",,,,,,,,,0,,,,,,,,,,Brand,Apple,1,1,Color,Silver,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28864,simple,RJ3000101,"Apple Watch SE-40 mm GPS Gold",1,0,visible,"<p dir=""ltr""><span class=""xf6b4m-5 haZPGi"">Highlights</span></p>
\n
\n<ul>
\n 	<li>Water-resistant 50 meters so dive right in and start tracking your splits and sets in the pool</li>
\n 	<li>Pairs with compatible gym equipment</li>
\n 	<li>Keeps you more informed and encourages better habits</li>
\n 	<li>Can monitor your heart rate and let you know if something is wrong</li>
\n 	<li>Can even call for help in an emergency</li>
\n</ul>","<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td dir=""ltr"">Brand Compatibility</td>
\n<td dir=""ltr"">Apple</td>
\n</tr>
\n<tr>
\n<td>Colour Name</td>
\n<td>Gold Aluminium Case with Pink Sand Sport Band</td>
\n</tr>
\n<tr>
\n<td>Feature 1</td>
\n<td>Ergonomic</td>
\n</tr>
\n<tr>
\n<td>Feature 2</td>
\n<td>Pocket Size</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td>Grade</td>
\n<td>New</td>
\n</tr>
\n<tr>
\n<td>Model Number</td>
\n<td>MYDN2</td>
\n</tr>
\n<tr>
\n<td>Size</td>
\n<td>40 millimeter</td>
\n</tr>
\n<tr>
\n<td>What's In The Box</td>
\n<td>Aluminum Case, Sport Band, Magnetic Charging Cable (1m)</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,1399,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Gold.jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Gold.....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Gold....jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Gold...jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Gold..jpg",,,,,,,,,0,,,,,,,,,,Brand,Apple,1,1,Color,Gold,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28867,simple,RJ3000103,"Apple Watch SE-40 mm GPS Space Gray",1,0,visible,"<p dir=""ltr""><span class=""xf6b4m-5 haZPGi"">Highlights</span></p>
\n
\n<ul>
\n 	<li>Stay motivated to stand, exercise, move</li>
\n 	<li>Call and text from your wrist</li>
\n 	<li>Meet your sleep goals</li>
\n 	<li>Aluminium case is lightweight and made from 100 per cent recycled aerospace-grade alloy</li>
\n 	<li>Sport band is made from a durable yet surprisingly soft high-performance fluoroelastomer</li>
\n</ul>","<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td>Brand Compatibility</td>
\n<td dir=""ltr"">Apple</td>
\n</tr>
\n<tr>
\n<td>Colour Name</td>
\n<td>Space Gray Aluminium Case with Black Sport Band</td>
\n</tr>
\n<tr>
\n<td>Grade</td>
\n<td>New</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table>
\n<tbody>
\n<tr>
\n<td>Model Number</td>
\n<td>MYDP2</td>
\n</tr>
\n<tr>
\n<td>Size</td>
\n<td>40 millimeter</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,1399,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Space-Gray..jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Space-Gray-2.jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Space-Gray-3.jpg, https://orjeen.com/wp-content/uploads/Apple-Watch-SE-40-mm-GPS-Space-Gray..jpg",,,,,,,,,0,,,,,,,,,,Brand,Apple,1,1,Color,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28870,simple,RJ3000124,"HUAWEI Watch Fit Sakura Pink",1,0,visible,"<p dir=""ltr"">Highlights</p>
\n
\n<ul>
\n 	<li>Personalize the theme to match your everyday look with various colourful watch faces</li>
\n 	<li>24-Hour Heart Rate Monitoring</li>
\n 	<li>With the quick charge technology, the watch can support you a whole day with only 5-minute charge</li>
\n 	<li>Now the functions that matter on the watch face can be customised easily</li>
\n 	<li>Auto-brightness adjustment offers better viewing in sunlight</li>
\n</ul>","<p dir=""ltr""><strong>Refresh Your Everyday Style</strong></p>
\n<p dir=""ltr"">Personalizing the theme to match your everyday look with various colorful watch faces in addition to the official ones, there are abundant stunning watch faces in the Watch Face Store for you to choose from. And also you can customize your own with any photo from your mobile device.</p>
\n<p dir=""ltr""><strong>Customized for Your Convenience</strong></p>
\n<p dir=""ltr"">Now the functions that matter on the watch face can be customized easily. What you care about most like weather, heart rate, steps, battery life and others are free to be selected and set on a suitable position according to your viewing habits.</p>
\n<p dir=""ltr""><strong>Any Style You Want</strong></p>
\n<p dir=""ltr"">The textured matte watch frame pairs perfectly with the colorful and soft straps for a premium and solid design. HUAWEI WATCH FIT brings you a sophisticated and trendy look all the time.</p>
\n<p dir=""ltr""><strong>Lighter Design Longer Battery Life</strong></p>
\n<p dir=""ltr"">The incredibly thin and light HUAWEI WATCH FIT packs upgraded battery performance into just 21 grams, making it a perfect all-day companion. Featuring the dual chipset architecture and power-saving algorithms, this watch can last for 10 days. And with quick charge technology, the watch can support you a whole day with only 5-minute charge.</p>
\n<p dir=""ltr""><strong>Private Trainer on Your Watch</strong></p>
\n<p dir=""ltr"">Start training anytime with HUAWEI WATCH FIT and be free from searching for workout demonstration videos. This watch provides 12 kinds of animated quick-workouts like Exercise at Work, Full-Body Stretch, Ab ripper and includes 44 standard movement demonstrations. Make the best of your down time like coffee breaks or lazy hours on the weekend to keep fit with this smartwatch.</p>
\n<p dir=""ltr""><strong>Stay Motivated Every Day</strong></p>
\n<p dir=""ltr"">HUAWEI WATCH FIT tracks your fitness progress all day and reminds you to stand up every once in a while to prevent you from excessive sitting. The watch records your daily step count, hours active, and periods of medium to high-intensity activities in three colourful circles, and provides you a sense of accomplishment when completing them.</p>
\n<p dir=""ltr""><strong>24-Hour Heart Rate Monitoring</strong></p>
\n<p dir=""ltr"">Thanks to HUAWEI TruSeen 4.0 heart rate monitoring technology, this smart watch can accurately monitor your heart rate in real-time during the day even when you are sleeping. And timely detect if your heart rate exceeds the normal range, and send out a reminder to provide you with all-day health protection.</p>",,,taxable,,1,19,,0,0,,,,,1,,,369,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/P2-66.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-2.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-3.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-4.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-5.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-6.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink-7.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Sakura-Pink.jpg",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,"Sakura Pink",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28875,simple,RJ3000125,"HUAWEI Watch Fit Mint Green",1,0,visible,"<p dir=""ltr"">Highlights</p>
\n
\n<ul>
\n 	<li>Personalize the theme to match your everyday look with various colourful watch faces</li>
\n 	<li>24-Hour Heart Rate Monitoring</li>
\n 	<li>With the quick charge technology, the watch can support you a whole day with only 5-minute charge</li>
\n 	<li>Now the functions that matter on the watch face can be customised easily</li>
\n 	<li>Auto-brightness adjustment offers better viewing in sunlight</li>
\n</ul>","<p dir=""ltr""><strong>Refresh Your Everyday Style</strong></p>
\n<p dir=""ltr"">Personalizing the theme to match your everyday look with various colorful watch faces in addition to the official ones, there are abundant stunning watch faces in the Watch Face Store for you to choose from. And also you can customize your own with any photo from your mobile device.</p>
\n<p dir=""ltr""><strong>Customized for Your Convenience</strong></p>
\n<p dir=""ltr"">Now the functions that matter on the watch face can be customized easily. What you care about most like weather, heart rate, steps, battery life and others are free to be selected and set on a suitable position according to your viewing habits.</p>
\n<p dir=""ltr""><strong>Any Style You Want</strong></p>
\n<p dir=""ltr"">The textured matte watch frame pairs perfectly with the colorful and soft straps for a premium and solid design. HUAWEI WATCH FIT brings you a sophisticated and trendy look all the time.</p>
\n<p dir=""ltr""><strong>Lighter Design Longer Battery Life</strong></p>
\n<p dir=""ltr"">The incredibly thin and light HUAWEI WATCH FIT packs upgraded battery performance into just 21 grams, making it a perfect all-day companion. Featuring the dual chipset architecture and power-saving algorithms, this watch can last for 10 days. And with quick charge technology, the watch can support you a whole day with only 5-minute charge.</p>
\n<p dir=""ltr""><strong>Private Trainer on Your Watch</strong></p>
\n<p dir=""ltr"">Start training anytime with HUAWEI WATCH FIT and be free from searching for workout demonstration videos. This watch provides 12 kinds of animated quick-workouts like Exercise at Work, Full-Body Stretch, Ab ripper and includes 44 standard movement demonstrations. Make the best of your down time like coffee breaks or lazy hours on the weekend to keep fit with this smartwatch.</p>
\n<p dir=""ltr""><strong>Stay Motivated Every Day</strong></p>
\n<p dir=""ltr"">HUAWEI WATCH FIT tracks your fitness progress all day and reminds you to stand up every once in a while to prevent you from excessive sitting. The watch records your daily step count, hours active, and periods of medium to high-intensity activities in three colourful circles, and provides you a sense of accomplishment when completing them.</p>
\n<p dir=""ltr""><strong>24-Hour Heart Rate Monitoring</strong></p>
\n<p dir=""ltr"">Thanks to HUAWEI TruSeen 4.0 heart rate monitoring technology, this smart watch can accurately monitor your heart rate in real-time during the day even when you are sleeping. And timely detect if your heart rate exceeds the normal range, and send out a reminder to provide you with all-day health protection.</p>",,,taxable,,1,13,,0,0,,,,,1,,,369,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/p1-138.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green-2.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green-3.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green-4.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green-5.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green-6.jpg, https://orjeen.com/wp-content/uploads/HUAWEI-Watch-Fit-Mint-Green..jpg",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,Green,1,1,Model,TIA-B09,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244,simple,RJ3000126,"Xiaomi Mi Band 5 Fitness Tracker Global Version Black",1,0,visible,"<ul>
\n 	<li>Heart Rate Sensor</li>
\n 	<li>waterproof</li>
\n 	<li>Extra Bigger Dynamic Color Screen</li>
\n 	<li>Magnetic Charging</li>
\n 	<li>Remote Camera</li>
\n 	<li>Upgraded Professional Sensor</li>
\n 	<li>11 Professional Sports Modes</li>
\n 	<li>New Female Health Model</li>
\n</ul>","<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n
\n<img src=""https://i1.wp.com/9to5google.com/wp-content/uploads/sites/4/2020/06/Mi-Band-5-goes-official.jpg?w=1500&amp;quality=82&amp;strip=all&amp;ssl=1"" />
\n<table>
\n<tbody>
\n<tr>
\n<td dir=""ltr"">Brand Compatibility</td>
\n<td dir=""ltr"">Xiaomi</td>
\n</tr>
\n<tr>
\n<td>Capacity</td>
\n<td>125 mAh</td>
\n</tr>
\n<tr>
\n<td>Colour Name</td>
\n<td>Black</td>
\n</tr>
\n<tr>
\n<td>Feature 1</td>
\n<td>Ergonomic</td>
\n</tr>
\n<tr>
\n<td>Feature 2</td>
\n<td>Pocket Size</td>
\n</tr>
\n<tr>
\n<td>Material</td>
\n<td>Plastic</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<div class=""sc-1oxmzfx-2 hXguWC"" dir=""ltr"">
\n<table style=""height: 226px"" width=""244"">
\n<tbody>
\n<tr>
\n<td>Model Name</td>
\n<td>Mi Band 5</td>
\n</tr>
\n<tr>
\n<td>Product Height</td>
\n<td>12.45 mm</td>
\n</tr>
\n<tr>
\n<td>Product Length</td>
\n<td>46.95 mm</td>
\n</tr>
\n<tr>
\n<td>Product Width/Depth</td>
\n<td>18.15 mm</td>
\n</tr>
\n<tr>
\n<td></td>
\n<td></td>
\n</tr>
\n</tbody>
\n</table>
\n</div>",,,taxable,,1,49,,0,0,,,,,1,,,109,"Smart Watches, Smart Watches > Smart Watches",,,"https://orjeen.com/wp-content/uploads/Xiaomi-Mi-Band-5.jpg, https://orjeen.com/wp-content/uploads/Xiaomi-Mi-Band-5....jpg, https://orjeen.com/wp-content/uploads/Xiaomi-Mi-Band-5...jpg, https://orjeen.com/wp-content/uploads/Xiaomi-Mi-Band-5..jpg",,,,,,,,,0,,,,,,,,,,Brand,Xiaomi,1,1,Color,Black,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29356,simple,RJ100101,"Patchworks LUM-317848 phone Case For iphone 8+/7+/6+ Clear",1,0,visible,"<ul>
\n 	<li>[COMPATIBILITY] Comatible with iPhone 6, 7, 8 ONLY</li>
\n 	<li>[DETAILED DESIGN] Micro texture for oil resistance &amp; High Quality transparent material for yellowing resistance</li>
\n 	<li>[AIR POCKET] Provides corner protection and impact resistance</li>
\n 	<li>[SOFT TPU MATERIAL] Provides extra imapct resistance &amp; scratch resistance on sides</li>
\n 	<li>[RAISED LIP] Customized design for protection - higher than the screen and the camera!</li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/Patchworks-LUMINA-IPHONE-876-Clear-LUM-317848-2-1.jpg, https://orjeen.com/wp-content/uploads/Patchworks-LUMINA-IPHONE-876-Clear-LUM-317848-1-1.jpg, https://orjeen.com/wp-content/uploads/Patchworks-LUMINA-IPHONE-876-Clear-LUM-317848-3-1.jpg",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,CLEAR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29383,simple,RJ100102,"Patchworks Funda Lumina Mobile Case For IPhone 6/7/8 Clear",1,0,visible,"<div class=""list-row"">
\n<ul>
\n 	<li><span class=""a-list-item"">[COMPATIBILITY] Comatible with iPhone 6, 7, 8 ONLY</span></li>
\n 	<li><span class=""a-list-item"">[DETAILED DESIGN] Micro texture for oil resistance &amp; High Quality transparent material for yellowing resistance</span></li>
\n 	<li><span class=""a-list-item"">[AIR POCKET] Provides corner protection and impact resistance</span></li>
\n 	<li><span class=""a-list-item"">[SOFT TPU MATERIAL] Provides extra imapct resistance &amp; scratch resistance on sides</span></li>
\n 	<li><span class=""a-list-item"">[RAISED LIP] Customized design for protection - higher than the screen and the camera!</span></li>
\n</ul>
\n</div>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/2-4.png, https://orjeen.com/wp-content/uploads/1-7.png, https://orjeen.com/wp-content/uploads/3-3.png",,,,,,,,,0,,,,,,,,,,Brand,,0,1,Color,CLEAR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29394,simple,RJ100103,"Patchworks Flex Guard Mobile Case For iPhone 7 Black",1,0,visible,"<ul>
\n 	<li>Accurate cutouts render easy access to all ports and buttons</li>
\n 	<li>Renders added shield against scratches, dust, stains and moisture</li>
\n 	<li>Made of high quality and durable plastic material for longetivity</li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-8.png, https://orjeen.com/wp-content/uploads/2-5.png, https://orjeen.com/wp-content/uploads/3-4.png, https://orjeen.com/wp-content/uploads/4-3.png, https://orjeen.com/wp-content/uploads/5-2.png, https://orjeen.com/wp-content/uploads/6-1.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,Black,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29413,simple,RJ100104,"Patchworks Flexguard Mobile Case For IPhone 8/7+ Clear",1,0,visible,"Patchworks Flexguard case for iPhone 8 Plus is a soft and flexible TPU (Rubber like plastic) case that has extra corner drop protection by PORON XRD Extreme Impact absorber(USA), which is considered to be the most advanced shock resistant material.
\nUnique texture on the surface will give you a better grip. The internal net structure helps to reduce damage from accidental drops. Using Flexguard, your device is fully protected!",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-9.png, https://orjeen.com/wp-content/uploads/2-6.png, https://orjeen.com/wp-content/uploads/3-5.png, https://orjeen.com/wp-content/uploads/4-4.png, https://orjeen.com/wp-content/uploads/5-3.png, https://orjeen.com/wp-content/uploads/6-2.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,CLEAR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29426,simple,RJ100105,"Patchworks ITGL515 FlexGuard Mobile Case For Iphone 7+ Black",1,0,visible,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
\n 	<li><span class=""a-list-item"">Corner Impact Protection by Poron XRD, Extreme Impact Absorber(USA), which is considered to be the most advanced shock resistant material.</span></li>
\n 	<li><span class=""a-list-item"">Meets or exceed Military Standard (MIL-STD-810G), Impact Absorbent Structure</span></li>
\n 	<li><span class=""a-list-item"">Metalized Rubber by high-end titanium dioxide coating</span></li>
\n 	<li><span class=""a-list-item"">Soft &amp; Flexible - High impact resistant and flexible Thermal Poly Urethane (TPU) material will provide you superb impact protection.</span></li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-10.png, https://orjeen.com/wp-content/uploads/2-7.png, https://orjeen.com/wp-content/uploads/3-6.png, https://orjeen.com/wp-content/uploads/4-5.png, https://orjeen.com/wp-content/uploads/5-4.png, https://orjeen.com/wp-content/uploads/6-3.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,Black,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29495,simple,RJ100107,"Patchworks ITG Level Mobile Case For IPhone 8/7 Red",1,0,visible,"<ul>
\n 	<li>Compatible with iPhone 8, iPhone 7.</li>
\n 	<li>Higher raised bezel to use with tempered glass screen protector.</li>
\n 	<li>Anti-Fingerprint Matte Surface.</li>
\n 	<li>Limited Lifetime Warranty.</li>
\n 	<li>Imported from USA.</li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-11.png, https://orjeen.com/wp-content/uploads/2-8.png, https://orjeen.com/wp-content/uploads/3-7.png, https://orjeen.com/wp-content/uploads/4-6.png, https://orjeen.com/wp-content/uploads/5-5.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,Red,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29521,simple,RJ100108,"Patchworks ITG Level Mobile Case For IPhone 8/7 Black",1,0,visible,"<ul>
\n 	<li>Compatible with iPhone 8, iPhone 7</li>
\n 	<li>Dual layered designed to dissipate impact force away from your device.</li>
\n 	<li>Higher raised bezel to use with tempered glass screen protector</li>
\n 	<li>Anti-Fingerprint Matte Surface</li>
\n 	<li>Limited Lifetime Warranty</li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-12.png, https://orjeen.com/wp-content/uploads/2-9.png, https://orjeen.com/wp-content/uploads/3-8.png, https://orjeen.com/wp-content/uploads/5-6.png, https://orjeen.com/wp-content/uploads/6-4.png, https://orjeen.com/wp-content/uploads/8-1.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,Black,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29539,simple,RJ100109,"Patchworks ITG Level Mobile Case For IPhone 8/7 White",1,0,visible,"<ul>
\n 	<li>Compatible with iPhone 8, iPhone 7</li>
\n 	<li>Dual layered designed to dissipate impact force away from your device.</li>
\n 	<li>Higher raised bezel to use with tempered glass screen protector</li>
\n 	<li>Anti-Fingerprint Matte Surface</li>
\n 	<li>Limited Lifetime Warranty</li>
\n</ul>",,,,taxable,,0,0,,0,0,,,,,1,,,99,"Accessories, Accessories > Cases &amp; Covers",,,"https://orjeen.com/wp-content/uploads/1-13.png, https://orjeen.com/wp-content/uploads/2-10.png, https://orjeen.com/wp-content/uploads/3-9.png, https://orjeen.com/wp-content/uploads/4-7.png, https://orjeen.com/wp-content/uploads/5-7.png, https://orjeen.com/wp-content/uploads/6-5.png",,,,,,,,,0,,,,,,,,,,Brand,,1,1,Color,White,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29564,simple,RJ100111,"Patchworks LUC03 Lumina Mobile Case For Iphone 8 Clear Black",1,0,visible,"<ul>
\n 	<li><span class=""a-list-item"">COMPATIBILITY) Comatible with iPhone 6, 7, 8 ONLY)</span></li>
\n 	<li><span class=""a-list-item"">DETAILED DESIGN) Micro texture for oil resistance &amp; High Quality transparent material for yellowing resistance)</span></li>
\n 	<li><span class=""a-list-item"">AIR POCKET) Provides corner protection and impact resistance)</span></li>
\n 	<li><span class=""a-list-item"">SOFT TPU MATERIAL)Provides extra imapct resistance &amp; scratch resistance on sides)</span></li>
